Angel|0|Barakiel Card|https://www.angelbattles.com/images/Angels/BarakielCardSimple.png|Barakiel is a common blue aura angel with a warriors spirit. Grab your first angel card for free.|https://www.angelbattles.com/getcard?type=angel&seriesid=0
Angel|1|Zadkiel|https://www.angelbattles.com/images/Angels/ZadkielCardSimple.png|Zadkiel is the angel of mercy with yellow aura strength. She is a solid addition to any team.|https://www.angelbattles.com/getcard?type=angel&seriesid=1
Angel|2|Lucifer|https://www.angelbattles.com/images/Angels/LuciferCardSimple.png|Lucifer is one of the strongest cards in the game! His purple aura gives him the strength of blue and red auras.|https://www.angelbattles.com/getcard?type=angel&seriesid=2
Angel|3|Michael|https://www.angelbattles.com/images/Angels/MichaelCardSimple.png|The leader of the Armies of Heaven, Michael is one of the strongest cards in the game! His orange aura allows him to train with both yellow and red aura pets.|https://www.angelbattles.com/getcard?type=angel&seriesid=3
Angel|4|Arel|https://www.angelbattles.com/images/Angels/ArelCardSimple.png|The Angel of Fire. A menacing force that should not be reckoned with. Using her power of fire to destroy what she wishes.|https://www.angelbattles.com/getcard?type=angel&seriesid=4
Angel|5|Raguel|https://www.angelbattles.com/images/Angels/RaguelCardSimple.png|The Angel of Justice. This angel has always kept fallen angels in line, reining down heinous judgement on those who challenge him.|https://www.angelbattles.com/getcard?type=angel&seriesid=5
Angel|6|Lilith|https://www.angelbattles.com/images/Angels/LilithCardSimple.png|Seductive Demon. Despite her beautiful looks and charm, dont be fooled she is a dangerous demon of the night. She is to be feared, and makes a vital asset to your team.|https://www.angelbattles.com/getcard?type=angel&seriesid=6
Angel|7|Fulac|https://www.angelbattles.com/images/Angels/FurlacCardSimple.png|Angel of the Earth. Drawing her strength from the powers of the earth, she can destroy any demonic threat with ease.|https://www.angelbattles.com/getcard?type=angel&seriesid=7
Angel|8|Azazel|https://www.angelbattles.com/images/Angels/AzazelCardSimple.png|Demon of weapons, disguise. A fallen angel given a demonic appearance, his evil led to the corruption of all humanity.|https://www.angelbattles.com/getcard?type=angel&seriesid=8
Angel|9|Eleleth|https://www.angelbattles.com/images/Angels/ElelethCardSimple.png|Angel of Peace. Spending an eternity trying to end enmity between various peoples and nations.|https://www.angelbattles.com/getcard?type=angel&seriesid=9
Angel|10|Verin|https://www.angelbattles.com/images/Angels/VerinCardSimple.png|Demon of impatience. He jumps into any confrontation headfirst, without taking time to weigh the consequences.|https://www.angelbattles.com/getcard?type=angel&seriesid=10
Angel|11|Ziwa|https://www.angelbattles.com/images/Angels/ZiwaCardSimple.png|Angel of Light. In this world of darkness, she holds the power to bring light and destory evil. Match her with pets with a strong yellow aura for extra damage.|https://www.angelbattles.com/getcard?type=angel&seriesid=11
Angel|12|Cimeriel|https://www.angelbattles.com/images/Angels/CimerielCardSimple.png|The Darkness of God. Warior that rides through the ages seeking the ruin of all those who dare stand in his way.|https://www.angelbattles.com/getcard?type=angel&seriesid=12
Angel|13|Numinel|https://www.angelbattles.com/images/Angels/NuminelCardSimple.png|Angel of Knowledge. With the ancient knowledge of spells, Numinel is able to hand out a beat down.|https://www.angelbattles.com/getcard?type=angel&seriesid=13
Angel|14|BatGol|https://www.angelbattles.com/images/Angels/BatGolCardSimple.png|Angel of Heavenly Voice. The singing is imminent, and it is definitely over when she rains her fury down.|https://www.angelbattles.com/getcard?type=angel&seriesid=14
Angel|15|Gabriel|https://www.angelbattles.com/images/Angels/GabrielCardSimple.png|Archangel. Messenger of God. He can see straight through any plot. This powerful blue aura angel is a powerful addition to your team.|https://www.angelbattles.com/getcard?type=angel&seriesid=15
Angel|16|Metatron|https://www.angelbattles.com/images/Angels/MetatronCardSimple.png|Powerful Kingly Angel. Archangel. As the mediator between God and man, he appears with crystalline armor and hand to settle any deeds.|https://www.angelbattles.com/getcard?type=angel&seriesid=16
Angel|17|Rafael|https://www.angelbattles.com/images/Angels/RafaelCardSimple.png|"Archangel. Whose name means ""God heals"", designated for physical and emotional healing. The warrior of travelers keeping them safe and ensuring harmonious journeys."|https://www.angelbattles.com/getcard?type=angel&seriesid=17
Angel|18|Melchezidek|https://www.angelbattles.com/images/Angels/MelchezidekCardSimple.png|"Archangel. His name said to mean ""King of Righteousness"". Welding a colossal hammer of destruction, he is able to release spirits and destruction on a massive level."|https://www.angelbattles.com/getcard?type=angel&seriesid=18
